name,region,variety,rating,notes
ADAMVS Quintvs 2013,"Howell Mountain, Napa Valley, California",Red Wine,92,"Dense purple in color with sweet cr?me de cassis notes intermixed with mocha, espresso bean, vanilla and graphite. This full-bodied, rich and layered estate Cabernet Sauvignon should drink well for 15-20 years. A beautifully focused, integrated and elegant expression of Howell Mountain."
Adaptation by Odette Cabernet Sauvignon 2015,"Napa Valley, California",Red Wine,92,"The 2015 Adaptation Cabernet Sauvignon redefines approachability - a fusion of fruit flavors that include wild blackberries, mulberries, sweet cherries and cocoa dipped blueberries invade your senses followed by wispy notes of forest floor and bittersweet chocolate. An exuberant, multi-dimensional mouthfeel is complemented by dynamic acidity that forges freshness, energy and length to the palate. "
Adaptation by Odette Petite Sirah 2013,"Napa Valley, California",Red Wine,92,"The 2013 Adaptation Petite Sirah is crafted from two of our favorite Napa Valley vineyards, Kennefick Ranch Vineyard in Calistoga, and Langtry Vineyard located just outside of Pope Valley in the Northeastern corner of the Napa Valley. Thriving in the warm climate that these two vineyard sites provide, the resulting wine is truly expressive of the respective terroir."
Addax Red Wine 2016,"Napa Valley, California",Red Wine,91,"This blend of Cabernet Sauvignon from the famed Tench Vineyard in Oakville and Merlot from Sugarloaf Mountain leaps from the glass with notes of black currant laced with cocoa. Plush and opulent in the mouth, this hedonistic effort combines the brute force of our Oakville Cabernet Sauvignon with the curvaceous nature of our Merlot. Deep and dark, the purity of fruit is layered with tar and baking spice."
Addendum Napa Valley Cabernet Sauvignon 2016,"Napa Valley, California",Red Wine,90,"Addendum Napa Valley Cabernet Sauvignon offers aromas of black cherry, red currant, cigar box, damp earth, cloves, boysenberry, baking spices, and baker's chocolate  Flavors of black cherry, dark chocolate, baking spices, black currant, vanilla, and earth. "
Addendum Skellenger Lane Cabernet Sauvignon 2016,"Rutherford, Napa Valley, California",Red Wine,90,"Aromas of red currant, cassis, cigar box, black cherry, Rutherford dust, sandalwood, red plum, and baking spices. Flavors of black currant, plum, blackcherry, baker's chocolate, graphite, baking spices, tobacco, with a touch of mint. "
Addendum Stagecoach Vineyard Cabernet Sauvignon 2016,"Atlas Peak, Napa Valley, California",Red Wine,91,"Aromas of cassis, blackberry, coffee, acacia flower, black plum, pencil shavings, wet earth, and cured tobacco.  Flavors of cassis, red currant, mint, baker's chocolate, baking spices, black cherry, and firm tannins."
Adega Cachin Peza do Rei Blanco 2009,Spain,White Wine,90,"Intensely aromatic, featuring the herbal and mineral highlights of Godello with a blast of tropicality from the Albari?o, the Treixadura serving to unify the whole. "
Adega Eidos Eidos de Padrinan Albarino 2007,"Rias Baixas, Spain",White Wine,90,"""Eidos"" are the backyard garden arbors constituting the traditional Albari?o vineyard. Selected grapes from vines over 50 years are destemmed, crushed and macerated under temperature control for maximum aromatic extraction. Natural yeasts are encouraged for a prolonged fermentation, the wine bottled beginning in April following the vintage following extended contact with the fine lees. The great 2007 vintage produced a reduced quantity of richly textured and exotically intense Albari?o, the salty sea breeze and granitic levels evident in a mouthwateringly mineral finish."
Adega Eidos Eidos de Padrinan Albarino 2008,"Rias Baixas, Spain",White Wine,90,"""Eidos"" are the backyard garden arbors constituting the traditional Albari?o vineyard. Selected grapes from vines over 50 years are destemmed, crushed and macerated under temperature control for maximum aromatic extraction. Natural yeasts are encouraged for a prolonged fermentation, the wine bottled beginning in April following the vintage after extended contact with the fine lees. Richly textured and exotically intense Albari?o, the salty sea breeze and granitic levels evident in a mouthwateringly mineral finish."
Adega Eidos Veigas de Padrinan Albarino 2008,"Rias Baixas, Spain",White Wine,91,"""Veigas"" are the verdant fields of Galicia. Selected grapes from two ""eidos"" of ungrafted vines over 80 years old are micro-vinified each year. Held on the fine lees until July following the vintage, a mouth-filling, complex and lingering Albari?o is the result."
Adega O Casal Novo Godello 2007,Spain,White Wine,92,"Extraordinary quality. Elegant, intense, clean, full on the palate and clearly expressing the mountainside slate/chalk terroir. Unoaked and fresh,fruit/floral/mineral blended into a harmonious whole.  "
Adega O Casal Novo Mencia 2007,Spain,Red Wine,91,"Unoaked. Deep purple color, aromas of ripe red fruit and minerals. Inherent complexity. Not in the slightest a light wine, perhaps just the opposite - the flavors are endless. "
Adega Pena das Donas Ribeira Sacra Verdes Matas Mencia 2008,"Ribera del Duero, Spain",Red Wine,95,100% Mencia
Adegas D'Altamira Brandal Albarino 2005,"Rias Baixas, Spain",White Wine,90,"The 2005 Brandal has a yellow-straw color, with green reflections. It gives off a varied and intense aroma of ripe fruit (apple, pear and peaches), and a hint of fine sediments. A broad palate shows rich fruits?elegant, wellconstructed and spicy, with a touch of mineral on the pleasing, medium-long, finish"
Adegas D'Altamira Brandal Albarino 2007,"Rias Baixas, Spain",White Wine,88,"A golden yellow color. Intense balsamic aromas (anise) and white fruit (apple and pear) and lemon peel.  A good mouthfeel, with refreshing acidity and volume."
Adegas D'Altamira Brandal Albarino 2008,"Rias Baixas, Spain",White Wine,88,"The 2008 Brandal has a pale yellow color with green hues.  It gives off a varied and intense aroma of citrus fruits (lemon, grapefruit), combined with sweeter notes of peach and white flowers in the end.  Nice acidity in the mouth with flourishes of citrus and delicate, bitter balsamic hints. "
Adegas Galegas D. Pedro Soutomaior Albarino 2014,"Rias Baixas, Spain",White Wine,91,"The wine is a bright and vivid straw-yellow green color with a touch of ripe lemon. An intense nose with elegant aromas and hints of fresh aromatic herbs and white flowers emerges, as well as nuances of white stone fruits, green apples, citrus and pear. The palate is persistent, well rounded and nicely balanced, with a light petillance that adds to its vivacious sense of freshness, and long finish."
Adelaida Anna's Red 2014,"Paso Robles, Central Coast, California",Red Wine,91,"Plum and blackberry conserve, roasting meat juices, wild thyme, wet earth on the nose. The palate shows flavors of dried cranberries, beef jerky, herbs-de-Provence, and North African spice blend. Try pairing this wine with pan-fried lamb chops with rosemary and garlic, braised chicken thighs with mustard and chestnuts, or porcini mushroom risotto. "
Adelaida Anna's Red 2016,"Paso Robles, Central Coast, California",Red Wine,91,"Aromas of black forest fruits with hints of underbrush and wild herbs greet the nose. On the palate, this wine offers notes of savory game-infused blackberry reduction with herbs de Provence."
Adelaida Anna's Vineyard Syrah 2013,"Adelaida District, Paso Robles, Central Coast, California",Red Wine,90,"Aromas of crushed blackberries, coffee bean rub, hint of game. Flavors of blackberry-blueberry compote, fine dark chocolate, cumin spices."
Adelaida Anna's White 2014,"Adelaida District, Paso Robles, Central Coast, California",White Wine,92,"Anna¡¯s white blend contrasts the crisp and aromatic accents of 4 of these, emphasizing the apple and citrus personality of Grenache Blanc. The goal here is balance, that pushpull between purity and richness, achieving a sustaining sense of flavor, the pleasure center.  The finished wine has developed a cornucopia of flavors moving from crisp granny smith apple and tangerine to hints of pineapple and tropical fruits. Drink now through 2019.  "
Adelaida End Post Cabernet Sauvignon 2013,"Paso Robles, Central Coast, California",Red Wine,89,"A delicious bouquet of cassis syrup, violets, Christmas fruitcake, and milk chocolate. On the palate, flavors of black currant and mulberry compote mix with mocha, cinnamon toast, and vanilla."
Adelaida End Post Cabernet Sauvignon 2015,"Paso Robles, Central Coast, California",Red Wine,91,"A delicious bouquet of cassis syrup, violets, Christmas fruitcake, and milk chocolate. On the palate, flavors of black currant and mulberry compote mix with mocha, cinnamon toast, and vanilla. "
Adelaida End Post Cabernet Sauvignon 2016,"Paso Robles, Central Coast, California",Red Wine,89,"A delicious bouquet of cassis syrup, violets, Christmas fruitcake, and milk chocolate. On the palate, flavors of black currant and mulberry compote mix with mocha, cinnamon toast, and vanilla. "
Adelaida Estate Chardonnay 2014,"Adelaida District, Paso Robles, Central Coast, California",White Wine,91,"Aromas of toasted hazelnuts, white flowers, baking apples, sea spray followed by creamy textures, freshly baked brioche, and apple tart flavors."
Adelaida Estate Pinot Noir 2013,"Adelaida District, Paso Robles, Central Coast, California",Red Wine,92,"Aromas of cherry pie, Darjeeling tea leaves, black plum flesh, wafting cedar smoke. On the palate are flavors of black cherry and plum compote, graham cracker crust, mulling spices."
Adelaida Estate Rose 2013,California,Pink and Ros?,90,"Version Rose offers aromas of fresh strawberries, Mandarin oranges, and rose petal pastille. Flavors of wild strawberry puree with a dash of rosewater. "
Adelaida Grenache 2013,"Paso Robles, Central Coast, California",Red Wine,90,"Aromas of strawberry-red cherry compote, brewed Chinese black tea leaves and nutmeg. On the palate are dried cranberries soaked in black tea, garam masala."
Adelaida HMR Pinot Noir 2010,"Central Coast, California",Red Wine,89,"A brilliant magenta color, with a bit of aeration, the young wine develops an aromatic note of savory rhubarb and freshly brewed tea. The knit texture and delicate flavors of ripe cherry and subtle sandalwood incense smoke, spice-like flavors of nutmeg and allspice showcase classic varietal characteristic. "
